header,id,label,cos_sim_with_syn,cos_sim_no_syn,cos_sim_only_syn,jaccard_sim_with_syn,jaccard_sim_only_syn,jaccard_sim_no_syn,sent_sim,relative_length,sent_pos_score,adj_pos_score,adv_pos_score,noun_pos_score,verb_pos_score,sent_baseline,wmd_similarity,pos_noun,pos_verb,pos_adj,pos_adv,parse_nsubj,parse_dobj,parse_root
10,s_11,4,0.6666666865348816,0.6470587849617004,0.6875,0.5,0.5238095238095238,0.4782608695652174,0.8727716727716727,1.0,0.0,0.0,0.0,0.03225806451612903,0.0,1.4583333333333335,0.5558,0.8727716727716727,0.0,0.0,0.0,0,0,0
11,s_12,4,0.9428090453147888,0.9354143142700195,0.9534626007080078,0.8888888888888888,0.9090909090909091,0.875,0.9886363636363636,0.875,0.06666666666666667,0.2,0.0,0.043478260869565216,0.0,4.545454545454545,0.4449,0.9861111111111112,1.0,1.0,0.0,0,0,0
12,s_13,5,0.8672274351119995,0.8362420201301575,0.904534101486206,0.76,0.8181818181818182,0.7142857142857143,1.0,0.8461538461538461,0.08333333333333333,0.0,0.0,0.0,1.0,3.947368421052632,0.5235,1.0,0.0,1.0,1.0,0,0,0
13,s_14,5,0.8981462717056274,0.8894991874694824,0.9090909361839294,0.8148148148148148,0.8333333333333334,0.8,0.9280701754385966,0.9285714285714286,0.037037037037037035,0.0,0.0,0.047619047619047616,0.0,1.8181818181818183,0.2636,0.8972431077694235,1.0,1.0,0.0,0,0,0
14,s_15,5,1.0,1.0,0.9999999403953552,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7386,1.0,0.0,0.0,0.0,0,0,0
15,s_16,3,0.6998964548110962,0.6735752820968628,0.738548994064331,0.5238095238095238,0.5555555555555556,0.5,1.0,0.9,0.05263157894736842,0.2,0.0,0.07692307692307693,1.0,2.1875,0.4131,1.0,0.0,1.0,0.0,0,0,0
16,s_17,5,0.6471502780914307,0.6761233806610107,0.6123724579811096,0.4666666666666667,0.42857142857142855,0.5,0.7169117647058824,0.7142857142857143,0.16666666666666666,0.3333333333333333,0.0,0.42857142857142855,0.0,1.25,0.6209,0.6602941176470589,0.0,1.0,0.0,0,0,0
17,s_18,4,0.34299716353416443,0.3333333730697632,0.3535533845424652,0.20689655172413793,0.21428571428571427,0.2,0.7183673469387755,1.0,0.0,0.0,0.0,0.07692307692307693,1.0,2.142857142857143,0.802,0.6714285714285714,0.0,1.0,0.0,0,0,0
18,s_19,3,0.5976142883300781,0.6123724579811096,0.5773502588272095,0.4166666666666667,0.4,0.42857142857142855,0.8970588235294118,0.6666666666666666,0.2,0.0,0.0,0.2,0.0,2.727272727272727,0.9623,0.8970588235294118,0.0,0.0,0.0,0,0,0
19,s_20,5,0.8574929237365723,0.800000011920929,0.9354143142700195,0.75,0.875,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.05263157894736842,1.0,2.6666666666666665,0.2711,1.0,0.0,0.0,0.0,0,0,0
20,s_21,4,0.48304587602615356,0.5555555820465088,0.3651483952999115,0.3181818181818182,0.2222222222222222,0.38461538461538464,0.7470588235294118,1.0,0.0,1.0,0.0,0.06666666666666667,0.0,2.692307692307692,0.8057,0.6838235294117647,1.0,0.0,0.0,0,0,0
21,s_22,4,0.375,0.3535533845424652,0.40089184045791626,0.23076923076923078,0.25,0.21428571428571427,0.7,0.8888888888888888,0.058823529411764705,0.0,1.0,0.09090909090909091,1.0,2.0833333333333335,0.8816,0.7,0.0,0.0,0.0,0,0,0
22,s_23,4,0.4834938049316406,0.4285714030265808,0.5669466853141785,0.3157894736842105,0.375,0.2727272727272727,0.5672268907563025,1.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.9090909090909092,0.9283,0.5672268907563025,0.0,0.0,0.0,0,0,0
23,s_24,1,0.35856854915618896,0.28867512941360474,0.47434163093566895,0.21428571428571427,0.3,0.16666666666666666,0.7857142857142857,0.75,0.14285714285714285,0.0,0.0,0.2,0.0,1.4285714285714284,1.0355,0.7857142857142857,0.0,0.0,0.0,0,0,0
24,s_25,1,0.4545454680919647,0.4629100561141968,0.4472135901451111,0.29411764705882354,0.2857142857142857,0.3,0.7692307692307692,0.8571428571428571,0.07692307692307693,0.0,0.0,0.09090909090909091,0.0,1.25,0.8648,0.7692307692307692,0.0,0.0,0.0,0,0,0
25,s_26,3,0.8040302395820618,0.8215838670730591,0.7826237678527832,0.6666666666666666,0.6363636363636364,0.6923076923076923,0.9142857142857144,0.8333333333333334,0.09090909090909091,0.0,0.0,0.047619047619047616,0.0,3.8235294117647056,0.2735,0.9142857142857144,0.0,0.0,0.0,0,0,0
26,s_27,4,0.5538185834884644,0.5715475678443909,0.534522533416748,0.37142857142857144,0.35294117647058826,0.3888888888888889,0.9030612244897959,0.6666666666666666,0.2,0.2,0.0,0.42857142857142855,0.0,3.235294117647059,0.6167,0.9375,0.7857142857142857,1.0,0.0,0,0,0
27,s_28,4,0.5,0.5,0.4999999701976776,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.7670116194625999,1.0,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,0.7796,0.7670116194625999,0.0,0.0,0.0,0,0,0
28,s_29,3,0.8178608417510986,0.8320503234863281,0.800000011920929,0.7037037037037037,0.6666666666666666,0.7333333333333333,0.9307692307692307,0.9285714285714286,0.037037037037037035,0.0,0.0,0.0,0.0,3.6363636363636367,0.2806,0.9010989010989011,1.0,1.0,1.0,0,0,0
29,s_30,4,0.6324555277824402,0.6324555277824402,0.6324555277824402,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.9088148693411852,0.625,0.23076923076923078,0.6,0.0,0.1,0.0,1.7391304347826086,0.779,0.8996963562753036,0.0,1.0,0.0,0,0,0
30,s_31,3,0.6351073384284973,0.6390096545219421,0.6299407482147217,0.46153846153846156,0.45454545454545453,0.4666666666666667,1.0,0.8333333333333334,0.09090909090909091,0.0,0.0,0.14285714285714285,0.0,2.142857142857143,0.5536,1.0,1.0,0.0,0.0,0,0,0
31,s_32,3,0.5687964558601379,0.6139405965805054,0.5039526224136353,0.39285714285714285,0.3333333333333333,0.4375,0.7012987012987013,0.7692307692307693,0.13043478260869565,1.0,0.0,0.058823529411764705,0.0,2.1052631578947367,0.8613,0.7012987012987013,0.0,0.0,0.0,0,0,0
32,s_33,3,0.47809141874313354,0.547722578048706,0.3535533845424652,0.3076923076923077,0.2,0.375,0.6342657342657343,0.8333333333333334,0.09090909090909091,1.0,1.0,0.0,0.0,1.1764705882352942,1.1064,0.6342657342657343,0.0,0.0,0.0,0,0,0
33,s_34,5,0.8362419605255127,0.8486683368682861,0.8215838670730591,0.7142857142857143,0.6923076923076923,0.7333333333333333,0.9537037037037037,0.8571428571428571,0.07692307692307693,0.0,0.0,0.05263157894736842,0.0,3.0,0.3048,0.9382716049382717,1.0,1.0,0.0,0,0,0
34,s_35,3,0.6599662899971008,0.5962847471237183,0.7745966911315918,0.4444444444444444,0.5555555555555556,0.3888888888888889,1.0,0.625,0.23076923076923078,0.0,1.0,0.16666666666666666,1.0,2.6666666666666665,0.6344,1.0,0.0,1.0,0.0,0,0,0
35,s_36,2,0.5051814317703247,0.5039526224136353,0.5070925354957581,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6777777777777777,0.7777777777777778,0.125,0.0,1.0,0.16666666666666666,1.0,2.2222222222222223,0.6738,0.6777777777777777,0.0,0.0,0.0,0,0,0
36,s_37,4,0.3499271273612976,0.40824827551841736,0.27216553688049316,0.20689655172413793,0.15384615384615385,0.25,0.7145209176788124,0.6666666666666666,0.2,0.0,0.0,0.2,0.0,1.5384615384615385,0.7675,0.6431511470985155,0.0,1.0,0.0,0,0,0
37,s_38,4,0.588348388671875,0.5698028802871704,0.6172134280204773,0.4090909090909091,0.4444444444444444,0.38461538461538464,1.0,0.6363636363636364,0.2222222222222222,0.0,0.0,0.42857142857142855,0.0,2.2727272727272725,0.3945,1.0,1.0,0.0,0.0,0,0,0
38,s_39,3,0.7877263426780701,0.7559289336204529,0.8333333730697632,0.6470588235294118,0.7142857142857143,0.6,1.0,0.7777777777777778,0.125,0.0,0.3333333333333333,0.3333333333333333,0.0,3.75,0.2405,1.0,1.0,0.0,1.0,0,0,0
39,s_40,3,0.48454368114471436,0.4902903437614441,0.47809141874313354,0.3103448275862069,0.3076923076923077,0.3125,0.7735042735042734,0.6153846153846154,0.23809523809523808,0.0,0.0,0.3333333333333333,0.25,2.5,0.8919,0.547008547008547,1.0,1.0,0.0,0,0,0
40,s_41,4,0.7171370983123779,0.7462025284767151,0.6804138422012329,0.5454545454545454,0.5,0.5833333333333334,0.8951048951048951,0.7272727272727273,0.15789473684210525,1.0,0.0,0.16666666666666666,0.0,3.4615384615384617,0.532,0.8741258741258742,0.0,0.0,1.0,0,0,0
41,s_42,2,0.43852901458740234,0.4029114842414856,0.48112523555755615,0.2777777777777778,0.3125,0.25,0.7001424501424501,0.7857142857142857,0.12,1.0,1.0,0.1111111111111111,0.0,1.6666666666666665,0.8663,0.7001424501424501,0.0,0.0,0.0,0,0,0
42,s_43,4,0.538815975189209,0.5669466853141785,0.5017452239990234,0.36585365853658536,0.3333333333333333,0.391304347826087,0.8090909090909091,0.7777777777777778,0.125,1.0,0.0,0.06666666666666667,1.0,1.25,0.6318,0.8090909090909091,0.0,0.0,0.0,0,0,0
43,s_44,4,0.7273929119110107,0.6900655627250671,0.769230842590332,0.4827586206896552,0.5384615384615384,0.4375,0.8297202797202796,0.9230769230769231,0.04,0.5,0.0,0.047619047619047616,0.0,2.2916666666666665,0.6535,0.8108003108003108,0.0,1.0,0.0,0,0,0
44,s_45,3,0.7833495140075684,0.7715166807174683,0.800000011920929,0.5454545454545454,0.5555555555555556,0.5384615384615384,0.7559523809523809,0.8333333333333334,0.09090909090909091,0.0,0.0,0.07692307692307693,0.0,1.25,0.5375,0.7071428571428571,0.0,0.0,1.0,0,0,0
45,s_46,3,0.5128776431083679,0.5222330093383789,0.502518892288208,0.34375,0.3333333333333333,0.35294117647058826,0.7756109022556391,0.9166666666666666,0.043478260869565216,0.0,1.0,0.2222222222222222,1.0,0.8333333333333333,0.6253,0.8506981740064447,0.0,0.0,0.0,0,0,0
46,s_47,4,0.7934920191764832,0.8017837405204773,0.7844645380973816,0.6296296296296297,0.6153846153846154,0.6428571428571429,0.8071428571428572,0.6428571428571429,0.21739130434782608,0.25,0.0,0.16666666666666666,1.0,2.619047619047619,0.5916,0.7142857142857142,0.0,1.0,1.0,0,0,0
47,s_48,3,0.5366563200950623,0.5400617122650146,0.5330017805099487,0.36363636363636365,0.35714285714285715,0.3684210526315789,0.7882179280730005,0.8571428571428571,0.07692307692307693,1.0,1.0,0.047619047619047616,1.0,3.0,0.6149,0.7882179280730005,0.0,0.0,0.0,0,0,0
48,s_49,4,0.8291561603546143,0.8164966106414795,0.8451541662216187,0.7142857142857143,0.75,0.6875,0.9249999999999999,0.75,0.14285714285714285,0.0,0.0,0.14285714285714285,0.3333333333333333,3.0,0.4879,0.8875,1.0,1.0,0.0,0,0,0
49,s_50,4,0.7606388330459595,0.7378647923469543,0.7882407903671265,0.5526315789473685,0.5882352941176471,0.5238095238095238,0.9030525030525032,0.8888888888888888,0.058823529411764705,0.3333333333333333,1.0,0.043478260869565216,0.0,1.8518518518518516,0.4355,0.8949735449735451,0.0,1.0,0.0,0,0,0
50,s_51,4,0.7378647327423096,0.7378647923469543,0.7378647923469543,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.918888888888889,0.9,0.05263157894736842,0.0,0.3333333333333333,0.06666666666666667,1.0,2.8125,0.8028,0.9736111111111112,0.0,0.0,1.0,0,0,0
51,s_52,3,0.8934270143508911,0.8488746881484985,0.9574270844459534,0.76,0.8888888888888888,0.6875,1.0,0.9333333333333333,0.034482758620689655,0.0,0.0,0.06666666666666667,0.0,3.611111111111111,0.174,1.0,1.0,1.0,0.0,0,0,0
52,s_53,4,0.7828813195228577,0.7905694246292114,0.7745966911315918,0.6129032258064516,0.6,0.625,0.8038375023669141,0.625,0.23076923076923078,0.3333333333333333,0.0,0.23809523809523808,0.0,3.541666666666667,0.471,0.787490627564157,0.0,1.0,0.0,0,0,0
53,s_54,2,0.4682929217815399,0.5017452239990234,0.42640143632888794,0.30303030303030304,0.26666666666666666,0.3333333333333333,0.7594298245614035,0.8461538461538461,0.08333333333333333,1.0,0.0,0.09090909090909091,0.0,2.5,0.8225,0.7594298245614035,0.0,0.0,0.0,0,0,0
54,s_55,4,0.5457051992416382,0.527046263217926,0.5714285373687744,0.375,0.4,0.35714285714285715,0.7414965986394557,0.9,0.05263157894736842,0.0,0.0,0.0,0.0,1.3157894736842104,0.7948,0.7414965986394557,0.0,0.0,0.0,0,0,0
55,s_56,3,0.5007733702659607,0.5,0.5039526224136353,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.7398459383753502,1.0,0.0,0.0,0.0,0.0,0.0,1.4705882352941178,0.6664,0.6531279178338002,1.0,0.0,1.0,0,0,0
56,s_57,4,0.5500190854072571,0.534522533416748,0.5669466853141785,0.36363636363636365,0.375,0.35294117647058826,0.8859649122807017,0.6428571428571429,0.21739130434782608,0.0,1.0,0.2,0.3333333333333333,2.692307692307692,0.9337,0.8631578947368421,1.0,0.0,0.0,0,0,0
57,s_58,5,0.5263967514038086,0.5009794235229492,0.5604485273361206,0.35714285714285715,0.3888888888888889,0.3333333333333333,0.7592156862745097,0.8823529411764706,0.0625,0.0,0.0,0.09090909090909091,0.0,1.5909090909090908,0.666,0.6990196078431372,0.0,1.0,1.0,0,0,0
58,s_59,4,0.5621826648712158,0.5345224738121033,0.5929994583129883,0.3902439024390244,0.42105263157894735,0.36363636363636365,0.7659747659747659,0.875,0.06666666666666667,0.0,0.0,0.06666666666666667,0.2,2.1739130434782608,0.4473,0.7008547008547009,0.75,1.0,1.0,0,0,0
59,s_60,1,0.47343209385871887,0.48686447739601135,0.4545454680919647,0.30952380952380953,0.29411764705882354,0.32,0.8738826232247285,0.8333333333333334,0.09090909090909091,1.0,1.0,0.0967741935483871,0.0,2.5,0.6662,0.8738826232247285,0.0,0.0,0.0,0,0,0
60,s_61,4,0.6886171102523804,0.6875,0.6900655031204224,0.525,0.5263157894736842,0.5238095238095238,0.8914141414141414,1.0,0.0,0.0,1.0,0.034482758620689655,0.0,2.2916666666666665,0.5961,0.8815426997245179,0.0,1.0,0.0,0,0,0
61,s_62,2,0.5910828113555908,0.5962847471237183,0.5853694081306458,0.4166666666666667,0.4117647058823529,0.42105263157894735,0.8691666666666666,0.8,0.1111111111111111,0.3333333333333333,1.0,0.047619047619047616,1.0,2.2222222222222223,0.567,0.9114583333333334,0.0,1.0,0.0,0,0,0
62,s_63,4,0.7419354915618896,0.7647058367729187,0.714285671710968,0.5897435897435898,0.5555555555555556,0.6190476190476191,0.9028571428571428,1.0,0.0,0.14285714285714285,0.0,0.0,0.0,3.4782608695652173,0.3525,0.8612244897959184,0.0,1.0,0.0,0,0,0
63,s_64,2,0.4472135901451111,0.40824830532073975,0.5,0.2727272727272727,0.3,0.25,0.8330827067669173,0.6666666666666666,0.2,0.0,0.0,0.0,1.0,2.0,0.8082,0.8330827067669173,0.0,0.0,0.0,0,0,0
64,s_65,3,0.42905813455581665,0.4351941645145416,0.42163702845573425,0.2727272727272727,0.26666666666666666,0.2777777777777778,0.7086883876357561,0.9166666666666666,0.043478260869565216,1.0,0.0,0.05263157894736842,1.0,1.6666666666666665,0.9626,0.7615601503759398,0.0,0.0,0.0,0,0,0
65,s_66,3,0.9660917520523071,0.9428090453147888,1.0,0.9333333333333333,1.0,0.8888888888888888,1.0,0.8888888888888888,0.058823529411764705,0.0,0.0,0.1111111111111111,0.0,4.0625,0.1973,1.0,1.0,1.0,0.0,0,0,0
66,s_67,5,0.7139329314231873,0.7453559637069702,0.6735752820968628,0.5483870967741935,0.5,0.5882352941176471,0.9339285714285716,0.8,0.1111111111111111,1.0,1.0,0.047619047619047616,0.0,3.8235294117647056,0.518,0.9265873015873017,1.0,0.0,0.0,0,0,0
67,s_68,3,0.6131393313407898,0.5773502588272095,0.6761233806610107,0.43478260869565216,0.5,0.4,0.7367521367521368,0.75,0.14285714285714285,1.0,0.0,0.0,1.0,2.75,0.4792,0.8533333333333333,0.0,0.0,0.0,0,0,0
68,s_69,4,0.7018623352050781,0.6900655031204224,0.714285671710968,0.5405405405405406,0.5555555555555556,0.5263157894736842,0.9340463458110516,0.9333333333333333,0.034482758620689655,0.09090909090909091,0.0,0.0,0.0,2.5,0.572,0.8186274509803921,0.0,1.0,1.0,0,0,0
69,s_70,4,0.6893587708473206,0.6888467073440552,0.6900655031204224,0.5277777777777778,0.5294117647058824,0.5263157894736842,0.7849999999999999,1.0,0.0,0.3333333333333333,0.0,0.07692307692307693,0.0,2.5,0.4892,0.7611111111111111,0.0,1.0,0.0,0,0,0
70,s_71,5,0.9591662883758545,0.9660917520523071,0.9486833214759827,0.92,0.9,0.9333333333333333,1.0,0.9333333333333333,0.034482758620689655,0.3333333333333333,0.0,0.0,0.0,1.6666666666666665,0.5157,1.0,1.0,1.0,0.0,0,0,0
71,s_72,3,0.5330017805099487,0.5103103518486023,0.5590169429779053,0.35714285714285715,0.38461538461538464,0.3333333333333333,0.875,0.6666666666666666,0.2,0.2,0.0,0.38461538461538464,0.0,2.0833333333333335,0.8999,0.90625,0.5,1.0,0.0,0,0,0
72,s_73,4,0.5172065496444702,0.5161854028701782,0.5188745260238647,0.34782608695652173,0.35,0.34615384615384615,0.7283449883449884,0.8421052631578947,0.08571428571428572,0.5,0.0,0.2,0.0,1.346153846153846,0.7338,0.6981610981610982,0.0,1.0,0.0,0,0,0
73,s_74,3,0.6882472038269043,0.6741998195648193,0.7071067690849304,0.47368421052631576,0.5,0.45454545454545453,1.0,0.45454545454545453,0.375,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,2.916666666666667,0.7375,1.0,1.0,1.0,0.0,0,0,0
74,s_75,4,0.6240377426147461,0.6299407482147217,0.6172134280204773,0.45,0.4444444444444444,0.45454545454545453,0.8703703703703703,0.7777777777777778,0.125,1.0,0.0,0.07692307692307693,0.0,1.6666666666666665,0.8296,0.8703703703703703,0.0,0.0,0.0,0,0,0
75,s_76,5,0.7302967309951782,0.6172134280204773,0.8944271802902222,0.5714285714285714,0.8,0.4444444444444444,0.7954545454545454,0.8571428571428571,0.07692307692307693,0.0,0.0,0.09090909090909091,1.0,1.7857142857142858,0.6755,1.0,0.0,0.0,0.0,0,0,0
76,s_77,4,0.8071416616439819,0.8003267049789429,0.8181818723678589,0.6764705882352942,0.6923076923076923,0.6666666666666666,0.9226795931341386,0.9444444444444444,0.02857142857142857,0.0,0.0,0.037037037037037035,0.0,3.125,0.214,0.9149475524475525,0.0,1.0,0.0,0,0,0
77,s_78,4,0.6030226945877075,0.5720775127410889,0.6396021842956543,0.42857142857142855,0.46153846153846156,0.4,0.787719298245614,0.9090909090909091,0.047619047619047616,0.0,0.0,0.14285714285714285,1.0,3.076923076923077,0.3925,0.9052631578947368,0.0,0.0,0.0,0,0,0
78,s_79,2,0.5773502588272095,0.547722578048706,0.6123724579811096,0.4,0.42857142857142855,0.375,1.0,0.8333333333333334,0.09090909090909091,0.0,0.0,0.6,0.0,1.5,0.6989,1.0,0.0,1.0,0.0,0,0,0
79,s_80,3,0.5789473056793213,0.6000000238418579,0.5555555820465088,0.4074074074074074,0.38461538461538464,0.42857142857142855,0.8388888888888889,1.0,0.0,1.0,0.0,0.125,0.0,3.333333333333333,0.918,0.8158730158730159,1.0,0.0,0.0,0,0,0
80,s_81,4,0.864126443862915,0.868598997592926,0.8593378067016602,0.7575757575757576,0.75,0.7647058823529411,0.9722222222222222,0.875,0.06666666666666667,0.5,0.0,0.07692307692307693,0.0,3.5999999999999996,0.2771,0.9333333333333332,1.0,1.0,1.0,0,0,0
81,s_82,3,0.6182839870452881,0.621059000492096,0.6153846383094788,0.4411764705882353,0.4375,0.4444444444444444,0.7716727716727719,0.8,0.1111111111111111,1.0,0.0,0.06666666666666667,0.0,1.6,0.5212,0.6575091575091574,1.0,0.0,1.0,0,0,0
82,s_83,3,0.6030226945877075,0.6172134280204773,0.5773502588272095,0.42857142857142855,0.4,0.4444444444444444,0.7272727272727272,0.8571428571428571,0.07692307692307693,0.0,0.0,0.25,1.0,2.5,0.5575,1.0,0.0,0.0,0.0,0,0,0
83,s_84,3,0.588348388671875,0.5590169429779053,0.6324555277824402,0.4090909090909091,0.4444444444444444,0.38461538461538464,0.6651871004812182,0.8,0.1111111111111111,0.0,0.0,0.06666666666666667,1.0,1.6666666666666665,0.9634,0.7390145801910508,0.0,0.0,0.0,0,0,0
84,s_85,3,0.8492078185081482,0.8386278748512268,0.861640453338623,0.7222222222222222,0.75,0.7,1.0,0.6363636363636364,0.2222222222222222,0.0,0.0,0.2727272727272727,0.2,4.375,0.2828,1.0,1.0,1.0,0.0,0,0,0
85,s_86,3,0.6061280965805054,0.6153846383094788,0.5976142883300781,0.43333333333333335,0.4166666666666667,0.4444444444444444,0.6770833333333334,1.0,0.0,0.2,0.0,0.0,0.0,2.5,0.5169,0.5694444444444444,0.0,1.0,0.0,0,0,0
86,s_87,3,0.6428570747375488,0.5892556309700012,0.730296790599823,0.47368421052631576,0.5714285714285714,0.4166666666666667,1.0,0.8888888888888888,0.058823529411764705,0.0,1.0,0.09090909090909091,0.0,2.2727272727272725,0.2737,1.0,0.0,0.0,0.0,0,0,0
87,s_88,3,0.5735393166542053,0.5590169429779053,0.5892556309700012,0.4,0.4166666666666667,0.38461538461538464,0.8486842105263158,0.8,0.1111111111111111,0.3333333333333333,0.0,0.3333333333333333,0.0,2.8125,0.6851,0.7730263157894737,1.0,1.0,0.0,0,0,0
88,s_89,4,0.6567895412445068,0.6488856673240662,0.6666666269302368,0.4888888888888889,0.5,0.48,0.8252656434474616,0.9473684210526315,0.02702702702702703,0.0,0.0,0.06666666666666667,1.0,1.7391304347826086,0.4502,0.8252656434474616,0.0,0.0,0.0,0,0,0
89,s_90,4,0.6299408078193665,0.5976142883300781,0.6681530475616455,0.45454545454545453,0.5,0.4166666666666667,0.8253968253968252,0.7,0.17647058823529413,0.0,0.0,0.14285714285714285,0.0,2.5,0.7411,0.9333333333333332,0.25,0.0,0.0,0,0,0
90,s_91,5,0.7698973417282104,0.7778444290161133,0.7606388330459595,0.6333333333333333,0.6153846153846154,0.6470588235294118,1.0,0.9333333333333333,0.034482758620689655,0.3333333333333333,1.0,0.1,0.0,3.0,0.4471,1.0,0.0,1.0,0.0,0,0,0
91,s_92,4,0.6882472038269043,0.705024003982544,0.6694387197494507,0.5238095238095238,0.5,0.5454545454545454,0.8680272108843539,0.9444444444444444,0.02857142857142857,0.14285714285714285,0.0,0.09090909090909091,0.0,1.4000000000000001,0.5865,0.8152380952380952,1.0,1.0,0.0,0,0,0
92,s_93,4,0.703526496887207,0.6674238443374634,0.7462024688720703,0.4,0.4444444444444444,0.36363636363636365,0.7619047619047619,0.8888888888888888,0.058823529411764705,1.0,0.0,0.1111111111111111,0.0,1.25,0.5031,0.7619047619047619,0.0,0.0,0.0,0,0,0
93,s_94,3,0.7435223460197449,0.7126966714859009,0.7826237678527832,0.5365853658536586,0.5882352941176471,0.5,0.9409147869674186,0.95,0.02564102564102564,0.0,0.0,0.0,0.0,2.5,0.5187,0.9409147869674186,0.0,0.0,0.0,0,0,0
94,s_95,2,0.5720775127410889,0.547722578048706,0.5999999642372131,0.4,0.42857142857142855,0.375,0.6345029239766082,0.8333333333333334,0.09090909090909091,0.0,0.0,0.1111111111111111,1.0,2.0,0.5448,0.6345029239766082,0.0,0.0,0.0,0,0,0
95,s_96,4,0.7100469470024109,0.7378647923469543,0.6666666865348816,0.55,0.5,0.5833333333333334,0.8398268398268398,0.9,0.05263157894736842,0.0,0.0,0.14285714285714285,1.0,1.6666666666666665,0.5023,0.7757575757575758,0.0,1.0,1.0,0,0,0
96,s_97,3,0.47245556116104126,0.5443310737609863,0.3162277638912201,0.29411764705882354,0.16666666666666666,0.36363636363636365,1.0,0.6666666666666666,0.2,1.0,0.0,0.3333333333333333,1.0,3.076923076923077,0.7536,1.0,0.0,0.0,0.0,0,0,0
97,s_98,3,0.5642880797386169,0.547722578048706,0.5892556309700012,0.39285714285714285,0.4166666666666667,0.375,0.710204081632653,0.8333333333333334,0.09090909090909091,0.3333333333333333,0.0,0.2727272727272727,1.0,2.9411764705882355,0.762,0.6428571428571428,0.0,1.0,1.0,0,0,0
